rank,team,conf,record,adjoe,oe Rank,adjde,de Rank,barthag,rank,proj. W,Proj. L,Pro Con W,Pro Con L,Con Rec.,sos,ncsos,consos,Proj. SOS,Proj. Noncon SOS,Proj. Con SOS,elite SOS,elite noncon SOS,Opp OE,Opp DE,Opp Proj. OE,Opp Proj DE,Con Adj OE,Con Adj DE,Qual O,Qual D,Qual Barthag,Qual Games,FUN,ConPF,ConPA,ConPoss,ConOE,ConDE,ConSOSRemain,Conf Win%,WAB,WAB Rk,Fun Rk,adjt
203,Oregon St.,WCC,12-Dec,107.2445,205,110.1111,207,0.424736,203,14.26108,16.73892,7.261075,10.73892,6-May,0.552965,0.485753,0.632397,0.573299,0.485753,0.636527,0.817042,0.886074,109.2425,106.7351,109.831,106.1557,105.2164,112.1848,98.85126,122.174,0.080465,2,0.097433,739,843,736.0375,1.004025,1.145322,0.643018,0.454545,-6.84919,214,22,65.34777
204,Stony Brook,CAA,14-9,106.0733,227,108.9101,169,0.424699,204,18.47261,12.52739,10.47261,7.527395,4-Jun,0.397586,0.362295,0.443465,0.395514,0.362295,0.419505,0.904934,0.899619,106.9705,109.9862,106.2823,109.7013,108.5056,109.0519,0,0,0,0,0.069987,741,743,669.4125,1.106941,1.109928,0.389554,0.6,-5.72509,174,40,64.81358
205,Portland,WCC,14-Oct,105.9445,232,108.7838,163,0.424545,205,12.37989,18.62011,5.37989,12.62011,8-Mar,0.534933,0.437124,0.650525,0.554535,0.437124,0.639331,0.803423,0.875204,111.736,107.7857,111.0785,106.2926,107.4193,108.5664,114.4513,110.4638,0.600561,3,-0.00553,772,853,747.7875,1.032379,1.140698,0.621741,0.272727,-8.38149,254,199,68.99776
206,Drake,MVC,12-Dec,109.7829,152,112.7686,262,0.423462,206,14.3995,16.6005,8.399499,11.6005,7-Jun,0.46333,0.344986,0.563467,0.496901,0.344986,0.580454,0.864493,0.922169,108.94,109.1511,108.1993,107.2978,107.8707,112.322,131.6381,131.3326,0.50668,1,0.011719,975,1029,910.775,1.070517,1.129807,0.612001,0.461538,-7.81165,238,151,66.59534
207,Lamar,Slnd,11-Dec,106.6794,214,109.6746,191,0.421056,207,15.95879,15.04121,10.95879,11.04121,7-Jul,0.395659,0.391986,0.39802,0.403034,0.391986,0.407554,0.881722,0.839362,106.3133,109.1239,106.5753,109.5109,106.8775,109.4144,112.8858,111.3609,0.539023,2,-0.0289,980,948,899.8125,1.089116,1.053553,0.424239,0.5,-7.32923,222,253,64.55479
208,Cal St. Fullerton,BW,13-Oct,106.3233,220,109.4535,187,0.417346,208,14.53663,17.46337,9.536628,10.46337,6-May,0.502893,0.506138,0.499354,0.482953,0.506138,0.469043,0.853795,0.806105,110.8322,108.3695,109.2514,108.5003,104.1544,106.3046,100.7092,114.4164,0.187326,3,0.006724,857,860,818.4,1.047165,1.050831,0.431995,0.454545,-7.90424,240,163,73.46598
209,LIU,NEC,14-8,106.2408,223,109.4062,185,0.416384,209,20.96232,10.03768,14.96232,3.037685,1-Aug,0.392114,0.532089,0.189928,0.324303,0.532089,0.174234,0.891504,0.779202,106.5365,110.6368,104.3926,112.0676,103.0746,107.3321,103.6911,105.3861,0.453519,2,0.106537,657,579,597.1375,1.100249,0.969626,0.158541,0.888889,-3.98133,124,19,68.29611
210,Eastern Michigan,MAC,14-Sep,103.3485,267,106.5214,124,0.413929,210,12.45178,18.54822,6.156505,11.8435,8-Mar,0.488095,0.503605,0.471175,0.488898,0.507601,0.47539,0.839463,0.788803,109.9097,108.914,109.965,109.4244,103.2212,107.338,106.7621,105.3672,0.537739,4,-0.05275,782,822,761.5,1.026921,1.079448,0.482015,0.272727,-8.73932,263,293,65.59661
211,Weber St.,BSky,12-Nov,110.2869,141,113.8616,273,0.409307,211,14.65754,16.34246,8.657544,9.342456,5-May,0.417554,0.407595,0.4305,0.42828,0.407595,0.44322,0.878186,0.845567,108.0137,110.0078,108.232,110.2243,110.8977,114.8887,113.7969,101.7843,0.782948,1,-0.04166,821,823,722.875,1.135743,1.138509,0.459119,0.5,-8.00179,243,270,69.28072
212,Green Bay,Horz,12-Dec,112.8829,108,116.7223,315,0.405008,212,15.33334,15.66666,10.33334,9.666661,6-Jul,0.454153,0.512368,0.404894,0.447584,0.512368,0.411953,0.869957,0.796578,111.4994,111.1752,110.9091,111.3767,112.5987,116.0717,101.3157,106.4667,0.361168,2,0.032427,987,996,848.175,1.163675,1.174286,0.425062,0.538462,-7.50093,229,93,62.91271
213,Ohio,MAC,13-11,107.0746,208,110.7427,223,0.404353,213,16.06598,14.93402,9.628844,8.371156,5-Jul,0.446481,0.451477,0.441485,0.452516,0.447,0.456499,0.867151,0.837247,109.0382,109.1759,108.9854,109.3444,105.7503,109.5531,109.7577,115.7412,0.35196,2,0.049387,927,928,854.0625,1.085401,1.086572,0.486528,0.583333,-6.71484,207,68,69.35658
214,Robert Morris,Horz,14-10,109.6683,157,113.4728,269,0.403193,214,17.27087,13.72913,9.27087,10.72913,7-Jun,0.373026,0.355901,0.387517,0.392179,0.355901,0.412131,0.898572,0.877319,108.5065,112.1862,109.3257,112.5933,109.0165,115.3098,116.1007,128.9372,0.230413,1,0.037386,1026,1033,902.2125,1.137204,1.144963,0.457844,0.461538,-6.72388,208,87,64.70038
215,Bethune Cookman,SWAC,11-Nov,104.3595,254,107.9914,149,0.402897,215,17.35806,13.64194,14.35806,3.641941,1-Aug,0.453167,0.636598,0.18821,0.382286,0.636598,0.198616,0.824101,0.624571,108.7515,108.791,106.4797,110.4852,103.8979,103.0429,101.7328,113.7779,0.216389,7,0.013576,716,607,650.4375,1.100798,0.933218,0.209021,0.888889,-4.86618,151,143,68.46987
216,La Salle,A10,16-Jul,104.4909,250,108.5088,153,0.393192,216,9.085541,21.91446,5.085541,12.91446,7-Mar,0.55158,0.515886,0.597983,0.583183,0.515886,0.631786,0.795084,0.804204,110.9963,107.2629,111.51,106.5386,106.2113,108.1633,102.0993,109.8776,0.30062,3,-0.05912,656,727,647.725,1.012775,1.12239,0.67404,0.3,-10.2791,304,304,64.63047
217,Dartmouth,Ivy,10-Oct,107.054,209,111.1742,236,0.3931,217,13.13725,13.86275,7.137253,6.862747,3-Apr,0.399459,0.359352,0.473943,0.415593,0.359352,0.467816,0.875478,0.862231,108.4937,110.1082,108.8387,110.4326,110.1844,110.7032,109.962,112.1094,0.444625,1,-0.0182,537,544,483.2625,1.111197,1.125682,0.46169,0.571429,-6.52927,201,233,69.36974
218,Campbell,CAA,13-Oct,110.5581,137,114.8606,285,0.39197,218,14.0467,16.9533,8.046701,9.953299,6-Apr,0.489561,0.517116,0.453738,0.468723,0.517116,0.433772,0.83959,0.753889,110.4833,108.167,109.1074,108.4667,114.8015,116.0197,101.738,110.4632,0.279643,4,0.006183,809,818,702.7625,1.151171,1.163978,0.408814,0.4,-7.36299,223,167,70.31254
219,Queens,ASun,11-Dec,113.6168,98,118.1136,328,0.390221,219,17.08541,13.91459,12.08541,5.914588,3-Jul,0.40263,0.521404,0.248225,0.373439,0.521404,0.266576,0.852776,0.713461,110.0603,113.5962,108.8248,114.0637,112.142,113.2288,109.9087,121.915,0.232857,4,0.003108,845,767,691.7625,1.221518,1.108762,0.289514,0.7,-5.88946,183,176,68.67445
220,Colgate,Pat,13-10,109.0259,169,113.699,271,0.381628,220,18.28286,12.71714,12.28286,5.717141,3-Jul,0.369384,0.480891,0.224426,0.336356,0.480891,0.231969,0.873959,0.753895,108.5951,111.0678,107.0744,112.1892,107.9419,116.8731,115.8257,106.628,0.721419,3,0.016616,784,742,680.3125,1.152412,1.090675,0.241398,0.7,-5.73951,176,131,66.49677
221,Princeton,Ivy,14-Aug,105.1198,241,109.7645,196,0.378193,221,11.15809,17.84191,7.158092,6.841908,3-Apr,0.459675,0.447851,0.485014,0.458498,0.447851,0.469906,0.866345,0.846908,109.5911,109.771,109.6946,110.2002,111.1771,111.4862,98.26936,104.7368,0.32454,2,-0.07175,510,502,447.6875,1.139187,1.121318,0.454799,0.571429,-9.86292,290,323,64.27009
222,Wofford,SC,15-8,110.0232,148,114.9338,286,0.377036,222,20.2419,10.7581,12.2419,5.758101,3-Jul,0.341302,0.348306,0.332197,0.317945,0.348306,0.296018,0.9131,0.874916,108.7532,114.7144,107.64,115.437,115.4818,118.4009,95.28609,110.5987,0.152674,1,0.083934,830,796,682.775,1.215627,1.165831,0.250795,0.7,-4.87952,152,32,67.48635
223,Purdue Fort Wayne,Horz,14-9,106.0481,228,110.7857,226,0.376928,223,17.46383,13.53617,11.46383,8.53617,4-Aug,0.423593,0.451799,0.397738,0.42787,0.451799,0.414708,0.859083,0.767412,111.2384,111.2599,111.0761,111.8466,104.1876,110.4791,101.9462,113.7068,0.221741,3,0.114052,916,921,832.3,1.100565,1.106572,0.440164,0.666667,-4.46132,137,16,68.07913
224,South Alabama,SB,16-6,103.6977,261,108.3394,150,0.376702,224,20.55144,10.44856,10.97884,7.021165,3-Jul,0.313184,0.31288,0.313549,0.335801,0.317908,0.348725,0.925643,0.924334,104.5698,112.2317,105.0245,111.9345,101.9726,107.1065,0,0,0,0,0.138929,719,691,675.5,1.064397,1.022946,0.392694,0.7,-3.73041,114,6,64.43572
225,American,Pat,13-10,105.0643,242,109.789,197,0.376164,225,18.33954,12.66046,11.33954,6.660457,4-Jun,0.342462,0.424866,0.235337,0.313207,0.424866,0.232565,0.902517,0.82223,106.6843,112.1721,105.4695,112.8469,102.452,107.0366,113.5547,128.1281,0.199636,2,-0.01808,705,674,651.6,1.081952,1.034377,0.229101,0.6,-6.51242,199,232,67.37244
226,Detroit Mercy,Horz,12-Sep,109.4339,164,114.4531,282,0.373858,226,12.32346,16.67654,9.323457,10.67654,6-Jun,0.424649,0.474756,0.387068,0.433552,0.474756,0.41501,0.870425,0.783778,109.5204,110.4191,109.9631,111.1019,110.2011,113.1413,100.8783,109.0304,0.29035,1,-0.04878,970,967,848.2,1.143598,1.140061,0.456922,0.5,-8.26699,245,284,69.2132
227,Eastern Washington,BSky,17-May,109.5045,161,114.5632,283,0.373004,227,9.099353,21.90065,7.099353,10.90065,6-Mar,0.522419,0.57033,0.453215,0.498822,0.57033,0.447177,0.844094,0.765891,110.4911,108.2348,109.915,109.1581,108.7197,110.9413,117.3565,110.5689,0.664885,2,-0.13543,668,672,604.65,1.104771,1.111387,0.441139,0.333333,-11.7857,331,364,67.96488
228,Rice,Amer,13-Sep,109.1799,167,114.3583,280,0.369839,228,12.69593,18.30407,6.695933,11.30407,6-Mar,0.455536,0.390347,0.549698,0.464826,0.390347,0.518617,0.861328,0.868852,109.4843,108.8959,108.4675,108.4639,112.3879,116.0448,99.22856,116.1554,0.140483,2,-0.04887,645,697,579.8125,1.112429,1.202113,0.487536,0.333333,-8.76027,264,286,65.27604
229,Florida Gulf Coast,ASun,13-Oct,108.7118,175,113.9958,275,0.366838,229,15.23936,15.76064,9.239357,8.760643,6-Apr,0.390399,0.421742,0.349652,0.349746,0.421742,0.297748,0.888545,0.813527,108.462,111.0269,108.0424,113.3253,106.135,113.7074,110.2192,112.3105,0.446168,3,-0.09078,740,745,677.125,1.092856,1.10024,0.232868,0.4,-8.97595,268,342,67.72857
230,Idaho St.,BSky,13-Oct,111.4097,129,116.8756,316,0.365679,230,13.79254,17.20746,6.792538,11.20746,7-Mar,0.458857,0.44754,0.473569,0.447793,0.44754,0.447977,0.86552,0.817293,109.3962,108.067,109.2201,109.3136,109.4948,120.0397,99.68671,99.72618,0.498862,2,-0.00466,745,805,677.1375,1.10022,1.188828,0.415986,0.3,-8.27777,246,193,63.757
231,James Madison,SB,12-Nov,109.4984,162,114.9698,287,0.363377,231,15.76049,15.23951,8.275413,9.724587,7-Apr,0.414192,0.401311,0.428244,0.387887,0.40503,0.375506,0.891486,0.849649,107.0046,110.3005,106.0611,110.542,107.3433,113.4943,111.5752,110.5704,0.525984,2,0.010026,812,823,746.7375,1.087397,1.102128,0.292633,0.363636,-7.96035,241,156,65.50994
232,Monmouth,CAA,12-Nov,102.1169,291,107.2385,136,0.362906,232,14.1722,16.8278,8.172201,9.827799,5-May,0.400097,0.388272,0.41547,0.414749,0.388272,0.433872,0.895319,0.880887,106.87,110.1821,107.164,110.0476,98.52729,103.5706,107.5756,101.9694,0.649192,2,-0.01264,695,686,678.9625,1.023621,1.010365,0.456874,0.5,-8.64268,261,215,65.77388
233,San Jose St.,MWC,16-Jun,110.0744,146,115.7883,304,0.358477,233,8.281188,22.71881,3.281188,16.71881,10-Jan,0.611133,0.513503,0.708763,0.62021,0.513503,0.6789,0.762026,0.81055,112.0623,105.0157,112.0017,105.2778,109.5321,117.9903,115.0581,117.8416,0.431706,7,-0.04894,710,881,711.725,0.997576,1.237838,0.6424,0.090909,-9.01264,270,287,63.59777
234,Nicholls St.,Slnd,13-Oct,105.2405,238,110.8321,228,0.355412,234,13.40214,17.59786,12.40214,9.597857,5-Sep,0.468886,0.589531,0.391328,0.464542,0.589531,0.41341,0.853536,0.746479,108.6433,108.9091,108.1301,108.8288,104.9676,108.1423,93.88177,103.612,0.243405,2,0.02735,1010,1014,957.725,1.054582,1.058759,0.452053,0.642857,-8.11621,244,103,68.42747
235,Iona,MAAC,14-9,102.1387,289,107.7075,144,0.351945,235,18.85725,12.14275,10.85725,9.142749,6-Jun,0.352709,0.43058,0.281326,0.329259,0.43058,0.273532,0.916918,0.860173,105.1371,111.7443,104.368,112.1556,97.21834,107.343,101.7919,100.2937,0.542526,1,0.074282,794,817,798.85,0.993929,1.02272,0.26184,0.5,-6.10399,187,36,69.71196
236,Saint Peter's,MAAC,8-Dec,103.293,268,109.0716,176,0.348417,236,16.02986,11.97014,13.02986,6.97014,3-Sep,0.334737,0.417402,0.279627,0.337828,0.417402,0.305998,0.908574,0.83193,103.6971,110.7193,104.2682,111.338,104.2561,105.3303,96.53319,112.3962,0.148091,2,0.037961,843,755,781.5375,1.078643,0.966044,0.345554,0.75,-5.32782,160,86,65.55086
237,Coastal Carolina,SB,14-10,103.0697,272,108.9314,170,0.346129,237,17.40263,13.59737,9.918928,8.081072,5-Jul,0.37863,0.418786,0.338474,0.377084,0.419837,0.346207,0.905629,0.865146,105.4174,110.1132,105.7429,110.5235,104.8918,111.6278,99.83411,121.7574,0.092542,1,0.09574,862,871,812.225,1.061282,1.072363,0.361672,0.583333,-6.51791,200,25,67.2385
238,Tennessee Martin,OVC,18-5,100.9552,305,106.7736,130,0.344255,238,23.35086,7.649138,15.35086,4.649138,2-Oct,0.256519,0.325514,0.193274,0.246558,0.325514,0.203133,0.944289,0.902506,102.0535,111.7772,101.7374,112.3595,100.4684,105.0141,0,0,0,0,0.15211,837,729,783.075,1.068863,0.930945,0.217921,0.833333,-2.92116,96,5,64.52757
239,Vermont,AE,14-9,107.6111,197,113.9549,274,0.341031,239,19.79839,11.20161,11.79839,4.201611,2-Jun,0.317432,0.394641,0.172665,0.278478,0.394641,0.169576,0.944347,0.91309,104.5327,111.6566,102.9989,112.6128,102.3995,111.9171,0,0,0,0,0.059469,555,511,509.1625,1.090025,1.003609,0.166486,0.75,-6.74523,210,54,64.42253
240,Long Beach St.,BW,15-Aug,106.2717,221,112.5664,258,0.340344,240,11.29675,20.70325,7.296752,12.70325,7-Apr,0.481621,0.495143,0.466869,0.483556,0.495143,0.476603,0.848398,0.795329,108.7152,106.9089,108.273,107.166,105.5611,109.5363,85.18409,102.6285,0.105038,2,-0.05777,820,837,778.325,1.053544,1.075386,0.488501,0.363636,-10.123,297,302,67.43989
241,UNC Asheville,BSth,13-Oct,103.999,257,110.2512,211,0.338191,241,14.23929,15.76071,8.239291,7.760709,5-Apr,0.376645,0.385583,0.362741,0.356102,0.385583,0.330306,0.90367,0.874891,108.6981,111.7815,107.4568,112.3321,106.6296,111.4974,106.2393,94.39414,0.795674,1,-0.06876,675,649,603.2125,1.119009,1.075906,0.288603,0.444444,-9.69813,284,318,65.03505
242,Nebraska Omaha,Sum,12-Dec,105.1536,240,111.5052,242,0.337498,242,15.02769,15.97231,8.027686,7.972314,4-May,0.363864,0.404336,0.296411,0.377087,0.404336,0.351541,0.896361,0.868412,108.7355,111.7493,109.0152,112.2394,103.9689,108.6038,98.47214,113.6157,0.161779,1,-0.01799,679,657,623.4,1.089188,1.053898,0.422423,0.555556,-8.57703,260,231,67.14688
243,Sacramento St.,BSky,13-Sep,107.4445,203,114.3813,281,0.327508,243,12.1157,17.8843,8.115703,9.884297,5-May,0.47442,0.49515,0.449543,0.46935,0.49515,0.45215,0.856805,0.793141,111.1555,108.8267,110.461,109.4057,109.6737,116.5545,101.8373,113.8985,0.216326,3,0.009918,827,856,735.7,1.124099,1.163518,0.455409,0.5,-8.33557,251,158,71.74363
244,Lindenwood,OVC,14-10,102.1489,288,108.8128,165,0.325902,244,18.63142,12.36858,12.63142,7.36858,5-Aug,0.294194,0.394775,0.209087,0.272301,0.394775,0.204941,0.897737,0.772161,104.0189,110.7161,103.0484,111.5317,102.2055,110.3524,90.79474,101.5988,0.215354,3,-0.00659,1012,967,957,1.057471,1.010449,0.197241,0.615385,-6.38756,196,200,72.69581
245,Old Dominion,SB,16-Jul,103.5972,264,110.4116,216,0.324623,245,11.38272,19.61728,7.819854,10.18015,7-Apr,0.475879,0.545246,0.400205,0.433876,0.529061,0.365131,0.868298,0.787288,109.1477,109.3963,107.5852,110.0533,104.3366,109.9682,126.4083,117.6587,0.695272,1,-0.07036,824,849,784.4625,1.050401,1.08227,0.310016,0.363636,-11.099,317,320,68.62252
246,Grambling St.,SWAC,10-Oct,102.195,286,108.9545,174,0.323757,246,17.1133,13.8867,11.1133,6.886701,3-Apr,0.345272,0.413266,0.218998,0.297787,0.413266,0.214386,0.905105,0.82218,105.6201,109.806,103.8064,111.5974,98.25665,107.6437,105.2308,111.1367,0.347975,2,-0.0116,505,491,490.425,1.029719,1.001172,0.211451,0.571429,-6.7276,209,211,66.88956
247,Charleston Southern,BSth,12-Nov,103.6063,263,110.473,219,0.323443,247,15.11115,15.88885,6.111146,9.888854,6-Feb,0.31027,0.301565,0.326594,0.317336,0.301565,0.332122,0.918192,0.907314,105.5873,112.6128,105.4807,112.8583,101.4599,113.0603,100.0842,111.7702,0.21926,1,-0.07689,652,665,617.275,1.056255,1.077316,0.33765,0.25,-9.31954,276,331,71.59602
248,Radford,BSth,13-11,107.8719,193,115.106,291,0.321595,248,16.68245,14.31755,9.682452,6.317548,3-Jun,0.336214,0.341057,0.328143,0.336563,0.341057,0.33235,0.893633,0.856619,106.5008,112.9484,106.025,112.9831,110.3179,113.6161,98.38833,96.82274,0.545986,2,-0.01925,737,712,651.35,1.131496,1.093114,0.33776,0.666667,-7.42866,226,237,70.86892
249,Southern Miss,SB,12-Dec,102.0144,293,108.8786,167,0.321067,249,14.75234,16.24766,8.34574,9.65426,6-Jun,0.376405,0.442025,0.310786,0.392482,0.445104,0.354478,0.892436,0.842913,106.9259,110.8073,107.0563,110.5026,98.45325,108.9099,98.54274,106.2302,0.296534,2,0.020464,856,871,843.775,1.014488,1.032266,0.441863,0.5,-8.32753,249,117,68.04532
250,Howard,MEAC,14-9,99.55361,324,106.432,123,0.316844,250,19.97125,11.02875,9.742165,4.257835,3-Apr,0.252415,0.321395,0.094748,0.2295,0.342367,0.092448,0.924059,0.872138,102.9137,112.3833,101.6711,113.9786,97.3451,105.1059,100.0835,111.438,0.225163,2,-0.03365,518,445,488.7125,1.059928,0.910556,0.090149,0.571429,-6.31877,194,259,68.5353
251,Northeastern,CAA,15-Jun,110.5546,139,118.5519,333,0.309347,251,8.783366,20.21663,4.783366,13.21663,8-Feb,0.448311,0.472755,0.421423,0.457039,0.472755,0.447434,0.883089,0.847544,108.3643,110.5512,108.1696,109.9437,113.7082,124.4604,126.7519,123.3257,0.578136,1,-0.08809,809,874,707.85,1.142898,1.234725,0.479948,0.2,-11.4842,327,340,70.02825
252,Cal Poly,BW,14-Sep,107.2979,204,115.0774,289,0.308967,252,11.99318,20.00682,7.993181,12.00682,6-May,0.476131,0.507753,0.441634,0.490218,0.507753,0.479697,0.849018,0.798276,109.2416,107.9999,108.6393,107.5741,107.9214,117.7292,109.9816,110.563,0.484845,2,0.020529,894,943,819.775,1.090543,1.150316,0.526219,0.454545,-9.2612,272,116,73.82832
253,Milwaukee,Horz,15-Sep,106.09,226,114.0386,276,0.303462,253,11.70772,19.29228,7.707723,12.29228,8-May,0.479569,0.545162,0.424066,0.465666,0.545162,0.421942,0.840553,0.718619,111.7774,110.8025,111.3861,111.4181,104.3475,113.7225,106.8835,108.9153,0.44607,4,-0.00198,980,1012,892.3375,1.098239,1.1341,0.417998,0.384615,-9.52787,280,185,68.11237
254,Denver,Sum,14-Oct,114.1721,89,122.795,361,0.302102,254,12.888,18.112,5.888001,10.112,6-Mar,0.423222,0.483103,0.32342,0.417453,0.483103,0.355906,0.853405,0.780789,109.5691,109.9736,109.1817,110.5868,113.3001,121.7811,111.624,107.8186,0.598421,3,-0.03235,738,742,628.5375,1.174154,1.180518,0.397673,0.333333,-8.96267,267,255,68.29733
255,Incarnate Word,Slnd,13-Oct,106.874,212,114.9786,288,0.30141,255,13.19703,17.80297,8.197026,13.80297,9-May,0.405079,0.387749,0.41622,0.409394,0.387749,0.418249,0.872916,0.816227,107.8518,109.1287,107.4861,109.2439,104.0371,114.4002,97.15467,92.16544,0.647089,3,-0.02774,981,1039,936.5,1.047517,1.10945,0.421799,0.357143,-8.85351,265,252,66.63324
256,Fairfield,MAAC,14-10,107.5405,201,115.7515,302,0.300242,256,17.33621,13.66379,9.336209,10.66379,7-Jun,0.292112,0.310341,0.276688,0.303614,0.310341,0.299914,0.930126,0.912164,102.7912,112.0735,103.0891,111.7622,105.2541,115.7292,103.5164,115.4301,0.222223,1,0.030456,928,923,853.55,1.087224,1.081366,0.343048,0.461538,-7.54475,231,97,66.82937
257,Texas St.,SB,13-11,102.0608,292,109.9386,202,0.298371,257,16.49303,14.50697,8.811282,9.188718,6-Jun,0.320839,0.275291,0.366388,0.321252,0.270359,0.358008,0.933755,0.939756,104.4769,111.3623,104.5503,111.778,102.1692,110.9768,0,0,0,0,0.016326,866,903,835.4875,1.036521,1.080806,0.341248,0.5,-8.5651,257,133,66.59389
258,North Dakota,Sum,13-12,107.5424,200,115.9198,307,0.296786,258,16.17138,15.82862,10.17138,5.828624,2-Jul,0.377587,0.401419,0.33522,0.378991,0.401419,0.356562,0.872788,0.82425,107.8129,110.6849,107.8885,111.4665,114.9495,118.1391,101.415,97.64756,0.60715,2,0.031414,751,716,622.575,1.20628,1.150062,0.384003,0.777778,-7.62728,234,94,67.39078
259,UMBC,AE,13-8,104.3719,253,112.5881,259,0.294957,259,18.30888,10.69112,11.30888,4.691119,2-Jun,0.266306,0.323192,0.173866,0.241573,0.323192,0.175258,0.929557,0.877016,103.1957,114.0795,102.0642,114.4481,105.5317,112.1169,101.5695,116.5557,0.170414,1,0.006303,585,534,523.5,1.117479,1.020057,0.17665,0.75,-5.53702,167,166,65.48389
260,Southern,SWAC,13-Sep,104.2505,256,112.6177,260,0.291558,260,14.38647,16.61353,10.38647,7.613531,4-May,0.408034,0.542683,0.213542,0.35411,0.542683,0.217919,0.854309,0.702232,109.1854,109.6454,106.722,110.8845,102.7296,112.1768,106.8127,112.1602,0.363135,5,-0.04334,699,668,648.3125,1.078184,1.030367,0.222296,0.555556,-7.7919,237,274,70.00315
261,Georgia Southern,SB,14-10,107.547,199,116.1794,309,0.291547,261,16.55885,14.44115,8.558848,9.441152,5-Jun,0.299627,0.277936,0.32526,0.327758,0.277936,0.36374,0.930631,0.929741,104.08,112.0275,104.5894,111.3438,108.1213,117.1446,0,0,0,0,0.049223,879,889,795.3,1.105243,1.117817,0.424207,0.545455,-7.78352,236,69,70.40861
262,Abilene Christian,WAC,11-Oct,102.6027,280,110.8416,229,0.291474,262,12.84299,18.15701,4.842994,13.15701,6-Feb,0.410049,0.384918,0.450888,0.453525,0.384918,0.503075,0.844623,0.816174,108.1334,107.7936,107.8797,106.9873,102.2108,114.553,108.0676,104.1812,0.603768,3,0.03104,561,612,552.0125,1.016281,1.108671,0.544824,0.25,-7.07984,218,96,65.85187
263,SIU Edwardsville,OVC,15-9,98.97882,335,106.9495,132,0.290969,263,19.51661,11.48339,12.51661,7.483391,5-Aug,0.229415,0.244383,0.216749,0.221162,0.244383,0.20839,0.948344,0.916293,102.794,113.5012,102.0433,113.7315,98.99836,105.5522,116.5642,121.5158,0.382624,1,0.010453,869,829,850.3875,1.021887,0.97485,0.192867,0.615385,-7.0779,217,154,63.74969
264,Louisiana Tech,CUSA,9-Dec,100.502,311,108.7372,161,0.287882,264,15.06291,15.93709,8.062915,11.93709,5-May,0.367493,0.271238,0.473373,0.412037,0.271238,0.489476,0.892484,0.917371,106.869,110.2958,107.8401,109.9078,102.0308,112.4916,86.29282,108.359,0.067952,1,0.088292,650,697,633.35,1.026289,1.100497,0.505579,0.5,-6.08633,186,28,62.73818
265,Southeast Missouri St.,OVC,13-10,102.5733,281,111.095,232,0.285408,265,17.57095,13.42905,12.57095,7.429047,4-Aug,0.292098,0.406256,0.187453,0.278956,0.406256,0.208941,0.907314,0.800894,104.4639,111.2676,103.4958,111.74,102.1258,110.7937,112.3372,109.6516,0.569122,3,0.001266,881,827,825.9375,1.066667,1.001286,0.241172,0.666667,-6.87714,215,179,69.39145
266,Presbyterian,BSth,13-Nov,103.9656,258,112.9492,263,0.278263,266,14.07008,16.92992,7.070083,8.929917,5-Apr,0.340301,0.350819,0.322771,0.34405,0.350819,0.337704,0.902029,0.875322,106.8285,111.6902,106.3583,111.9376,108.6709,115.4937,98.80859,108.6865,0.250536,2,-0.0373,704,701,626.15,1.124331,1.11954,0.356903,0.444444,-9.65183,283,265,63.8034
267,Pepperdine,WCC,17-Jun,100.5183,310,109.357,183,0.275041,267,7.838021,23.16198,2.838021,15.16198,9-Jan,0.518443,0.378613,0.700221,0.537273,0.378613,0.65186,0.806866,0.895704,111.4756,107.1915,110.6337,106.373,99.14191,110.9872,96.10932,106.0228,0.244359,5,-0.07562,650,821,695.175,0.935016,1.180998,0.59141,0.1,-11.2563,322,327,66.39982
268,Western Carolina,SC,13-Aug,108.9601,171,118.6943,334,0.272087,268,12.26095,16.73905,8.260951,9.739049,6-Apr,0.423877,0.500791,0.339272,0.380829,0.500791,0.307518,0.861933,0.737811,109.0132,109.8841,108.0074,111.919,112.1888,120.267,101.9517,118.2525,0.15372,4,-0.04189,790,797,676.625,1.16756,1.177905,0.267826,0.4,-8.4053,255,271,68.4501
269,Cleveland St.,Horz,14-Sep,111.5927,127,121.8117,356,0.267442,269,11.86158,19.13842,7.861576,12.13842,7-May,0.421085,0.417293,0.42456,0.422593,0.417293,0.425508,0.88885,0.856214,110.3804,110.9061,110.0803,111.2989,112.6939,120.2831,92.4507,121.2181,0.042471,2,2.83E-05,955,1013,827.375,1.154253,1.224354,0.426931,0.416667,-10.0791,296,180,68.92379
270,Eastern Kentucky,ASun,16-Jul,109.0502,168,119.0657,340,0.266888,270,11.28107,19.71893,7.281074,10.71893,7-Mar,0.421614,0.479511,0.346347,0.382635,0.479511,0.312668,0.889579,0.820851,108.9993,110.4387,108.2661,112.1946,112.7167,121.6267,100.0902,107.6384,0.302353,1,-0.08774,817,825,691.7875,1.180999,1.192563,0.27057,0.3,-11.9136,332,339,67.14193
271,Western Michigan,MAC,14-Aug,108.6459,178,118.7106,335,0.265252,271,11.56556,19.43444,4.247306,13.75269,8-Feb,0.424604,0.372438,0.487204,0.446967,0.371825,0.501236,0.857542,0.850465,108.4643,109.018,108.5851,108.9694,109.3301,121.0424,112.6972,124.651,0.238785,3,-0.04002,743,823,676.4875,1.09832,1.216578,0.518776,0.2,-9.74907,285,267,67.53073
